Class Name,Source Image,Target Image,Similarity
6_train,53398.png,50856.png,0.06837064
6_train,14453.png,26511.png,0.06845456
6_train,4170.png,18904.png,0.06879467
6_train,27812.png,22035.png,0.06884241
6_train,55626.png,58549.png,0.06884414
6_train,1435.png,26511.png,0.0688467
7_train,20720.png,45811.png,0.012303412
7_train,41535.png,28670.png,0.02169317
7_train,15554.png,41535.png,0.023234665
7_train,9235.png,5068.png,0.026300251
7_train,57672.png,16264.png,0.026333451
7_train,1127.png,586.png,0.026817739
7_train,5068.png,31300.png,0.027348936
7_train,16264.png,14522.png,0.028721213
7_train,28670.png,44323.png,0.028827786
7_train,16264.png,50664.png,0.029065311
7_train,16264.png,28670.png,0.02933234
7_train,52486.png,28670.png,0.029452503
7_train,28670.png,586.png,0.029591799
7_train,46009.png,5068.png,0.02976054
7_train,49933.png,20720.png,0.030183792
7_train,15554.png,15671.png,0.030267596
7_train,46009.png,15554.png,0.03057921
7_train,15554.png,27194.png,0.030593038
7_train,46009.png,49120.png,0.030771554
7_train,50536.png,16264.png,0.030817926
7_train,53629.png,5068.png,0.03084886
7_train,39048.png,28670.png,0.030897498
7_train,19534.png,16264.png,0.030933142
7_train,28670.png,7226.png,0.031083822
7_train,29931.png,28670.png,0.031299293
7_train,45973.png,15554.png,0.031307995
7_train,46081.png,49120.png,0.031665802
7_train,43998.png,27265.png,0.031757474
7_train,28670.png,29432.png,0.03186041
7_train,31300.png,15554.png,0.031893194
7_train,1821.png,19534.png,0.031907856
7_train,15554.png,46081.png,0.03201592
7_train,28670.png,14238.png,0.032103002
7_train,28670.png,41527.png,0.03226936
7_train,28670.png,20579.png,0.032399297
7_train,27265.png,24990.png,0.03245312
7_train,43618.png,16264.png,0.03264928
7_train,53629.png,49120.png,0.032764554
7_train,52052.png,1088.png,0.03281945
7_train,28670.png,54099.png,0.032966137
7_train,27265.png,15554.png,0.03307104
7_train,15554.png,18757.png,0.033263028
7_train,16264.png,28988.png,0.03335458
7_train,49933.png,50426.png,0.03337443
7_train,15554.png,33134.png,0.03348297
7_train,38242.png,32236.png,0.033528745
7_train,26575.png,37100.png,0.033537865
7_train,19534.png,13651.png,0.033584893
7_train,19534.png,52486.png,0.033651292
7_train,28670.png,50708.png,0.033813655
7_train,28670.png,20557.png,0.033946097
7_train,28670.png,34410.png,0.034032047
7_train,28670.png,3640.png,0.034032583
7_train,19534.png,33134.png,0.034108102
7_train,56591.png,16264.png,0.034133315
7_train,5068.png,46081.png,0.034157157
7_train,13192.png,15554.png,0.03432125
7_train,28670.png,29951.png,0.03432721
7_train,3840.png,5068.png,0.03441757
7_train,11400.png,15554.png,0.034534395
7_train,28670.png,55238.png,0.034541905
7_train,586.png,19534.png,0.034543276
7_train,16264.png,44972.png,0.034585774
7_train,50664.png,586.png,0.034709036
7_train,7730.png,1088.png,0.034773648
7_train,35842.png,19534.png,0.034821153
7_train,10202.png,16264.png,0.03482479
7_train,37100.png,6722.png,0.034870505
7_train,6722.png,51862.png,0.034894943
7_train,19534.png,31477.png,0.034910858
7_train,13651.png,6722.png,0.034978986
7_train,46009.png,24990.png,0.035170317
7_train,20557.png,19534.png,0.03517598
7_train,9235.png,48170.png,0.035176516
7_train,28670.png,3087.png,0.035187185
7_train,32364.png,16264.png,0.035224915
7_train,41280.png,9235.png,0.03528732
7_train,45973.png,5068.png,0.035389602
7_train,1088.png,57672.png,0.03539008
7_train,16264.png,30764.png,0.035413265
7_train,5986.png,28670.png,0.03541416
7_train,51988.png,18910.png,0.035423517
7_train,28670.png,27057.png,0.035451174
7_train,5068.png,30912.png,0.035610795
7_train,5068.png,58078.png,0.03561461
7_train,19534.png,32266.png,0.03570044
7_train,19534.png,41661.png,0.035701096
7_train,15554.png,20579.png,0.03577727
7_train,1821.png,5068.png,0.035793364
7_train,22497.png,58583.png,0.035805345
7_train,47416.png,5068.png,0.035841405
7_train,21662.png,16264.png,0.03585297
7_train,19534.png,41328.png,0.035881758
7_train,16264.png,31485.png,0.035906553
7_train,15554.png,1821.png,0.035911977
7_train,14238.png,49364.png,0.035959125
7_train,16264.png,14755.png,0.03597206
7_train,19534.png,14814.png,0.035982788
7_train,20579.png,19534.png,0.03604567
7_train,59602.png,19534.png,0.036046147
8_train,45954.png,1120.png,0.082057
8_train,8761.png,12032.png,0.089977086
8_train,30777.png,10064.png,0.09553981
8_train,10064.png,55368.png,0.096306086
8_train,1120.png,49543.png,0.09681147
8_train,42504.png,25232.png,0.097801626
8_train,10358.png,33074.png,0.09808552
8_train,25986.png,30545.png,0.09825772
8_train,43109.png,42504.png,0.100507855
8_train,31972.png,8761.png,0.100822926
8_train,1120.png,7851.png,0.1013515
8_train,14478.png,10064.png,0.10219246
8_train,10064.png,25232.png,0.102320135
8_train,10064.png,42987.png,0.10553306
8_train,17609.png,1120.png,0.10594034
8_train,53006.png,10358.png,0.1066218
8_train,6808.png,1120.png,0.10763687
8_train,32253.png,35232.png,0.10766798
8_train,26471.png,418.png,0.108205736
8_train,42504.png,43069.png,0.1088773
8_train,10064.png,19005.png,0.10902524
8_train,42504.png,47317.png,0.10945338
8_train,42504.png,26471.png,0.10953909
8_train,36834.png,30147.png,0.10968357
8_train,30147.png,13014.png,0.110100865
8_train,8761.png,58595.png,0.11034793
8_train,1120.png,47274.png,0.11092889
8_train,57090.png,1120.png,0.111420095
8_train,1120.png,26515.png,0.111797154
8_train,8761.png,35232.png,0.11230332
8_train,45207.png,10358.png,0.11287075
8_train,42504.png,24981.png,0.113072276
8_train,10064.png,32018.png,0.11316192
8_train,19041.png,35232.png,0.113196135
8_train,40064.png,42504.png,0.11325556
8_train,11482.png,1120.png,0.11333835
8_train,35232.png,8867.png,0.11336231
8_train,48588.png,42504.png,0.11338711
8_train,35232.png,52171.png,0.11365646
8_train,53872.png,9611.png,0.11382288
8_train,44172.png,17499.png,0.11423677
8_train,418.png,34422.png,0.11461371
8_train,30147.png,16951.png,0.11494964
8_train,8761.png,58593.png,0.11502612
8_train,11734.png,418.png,0.11506438
8_train,55368.png,42504.png,0.1154784
8_train,16730.png,42504.png,0.1157136
8_train,418.png,53556.png,0.11574513
8_train,35232.png,11625.png,0.11596453
8_train,1120.png,54896.png,0.11597431
8_train,10064.png,25482.png,0.11599243
8_train,23400.png,418.png,0.11601293
8_train,1120.png,17641.png,0.116153955
8_train,30777.png,42504.png,0.116426885
8_train,53854.png,418.png,0.11651814
8_train,42504.png,7359.png,0.11680281
8_train,47421.png,10064.png,0.11723524
8_train,16951.png,8761.png,0.11780906
8_train,35232.png,58787.png,0.11832422
8_train,30147.png,12032.png,0.11835796
8_train,17499.png,1120.png,0.11838019
8_train,10064.png,30635.png,0.11862594
8_train,3040.png,8761.png,0.11863744
8_train,33150.png,7231.png,0.118652046
8_train,17641.png,33150.png,0.11874086
8_train,30775.png,10064.png,0.11874735
8_train,11258.png,418.png,0.11892861
8_train,35232.png,50346.png,0.118955314
8_train,8761.png,11210.png,0.11902124
8_train,11734.png,46025.png,0.119297385
8_train,42504.png,27729.png,0.119449556
8_train,35232.png,45057.png,0.11974752
8_train,47034.png,42504.png,0.119936764
8_train,1120.png,26471.png,0.12002605
8_train,56866.png,418.png,0.1201002
8_train,20116.png,26471.png,0.12027258
8_train,10064.png,10187.png,0.12029457
8_train,30147.png,42504.png,0.12073833
8_train,49563.png,1120.png,0.12074667
8_train,51803.png,10064.png,0.12081772
8_train,55368.png,35232.png,0.12082726
8_train,23350.png,9611.png,0.12088835
8_train,1120.png,49525.png,0.12090963
8_train,10358.png,9686.png,0.12090999
8_train,13014.png,43242.png,0.12093347
8_train,30781.png,10064.png,0.121012986
8_train,28506.png,418.png,0.121061325
8_train,53248.png,25986.png,0.12110156
8_train,10064.png,52719.png,0.1211831
8_train,1120.png,20363.png,0.12126368
8_train,12466.png,7231.png,0.12129295
8_train,9762.png,42504.png,0.12130797
8_train,5078.png,7215.png,0.12142217
8_train,1120.png,7797.png,0.12154466
8_train,46368.png,7638.png,0.12161809
8_train,12190.png,53872.png,0.12165314
8_train,19137.png,10064.png,0.1216951
8_train,40882.png,418.png,0.121804655
8_train,26362.png,25986.png,0.121944726
8_train,42504.png,9924.png,0.12225187
9_train,40804.png,2798.png,0.014829755
9_train,32256.png,2798.png,0.017886817
9_train,600.png,2798.png,0.01818055
9_train,2798.png,25900.png,0.02168274
9_train,2798.png,20054.png,0.021844566
9_train,48224.png,2798.png,0.022922635
9_train,13728.png,2798.png,0.023946404
9_train,49442.png,2798.png,0.024355412
9_train,49690.png,2798.png,0.02570653
9_train,21302.png,2798.png,0.025797725
9_train,27968.png,2798.png,0.025969088
9_train,2798.png,43058.png,0.026000619
9_train,2798.png,38809.png,0.027314365
9_train,2798.png,21592.png,0.02751112
9_train,2798.png,3745.png,0.027778447
9_train,2798.png,54335.png,0.027892768
9_train,2798.png,45756.png,0.027985394
9_train,5746.png,9876.png,0.028088748
9_train,58034.png,2798.png,0.028289974
9_train,46609.png,2798.png,0.028442144
9_train,2798.png,55224.png,0.02903235
9_train,22246.png,9876.png,0.029087782
9_train,20462.png,2798.png,0.029311955
9_train,2798.png,45980.png,0.029401898
9_train,31986.png,2798.png,0.0295555
9_train,2798.png,13050.png,0.029570937
9_train,2798.png,7756.png,0.029655993
9_train,2798.png,29236.png,0.029833913
9_train,14254.png,2798.png,0.030109465
9_train,2798.png,26220.png,0.030903995
9_train,42118.png,2798.png,0.030945122
9_train,2798.png,24684.png,0.031574488
9_train,9132.png,2798.png,0.031632543
9_train,2798.png,30010.png,0.03230232
9_train,3310.png,2798.png,0.03253287
9_train,2798.png,15860.png,0.03262645
9_train,2798.png,11464.png,0.03264028
9_train,3982.png,2798.png,0.03264779
9_train,34248.png,2798.png,0.032932818
9_train,2798.png,30138.png,0.033042848
9_train,23166.png,2798.png,0.03388703
9_train,31652.png,2798.png,0.034326553
9_train,2798.png,6272.png,0.034582317
9_train,2798.png,35080.png,0.034683168
9_train,9876.png,35812.png,0.03555399
9_train,2798.png,45352.png,0.035645783
9_train,55240.png,9876.png,0.036195815
9_train,29322.png,9876.png,0.036203265
9_train,44592.png,2798.png,0.036438227
9_train,31142.png,2798.png,0.03649074
9_train,14790.png,22246.png,0.036918223
9_train,1284.png,2798.png,0.036923528
9_train,9876.png,56607.png,0.037160575
9_train,2798.png,18860.png,0.037214935
9_train,55240.png,2798.png,0.0373109
9_train,2798.png,29693.png,0.03738886
9_train,10478.png,2798.png,0.037469387
9_train,27226.png,40804.png,0.03780657
9_train,2798.png,58006.png,0.038243055
9_train,2798.png,3649.png,0.038587987
9_train,2798.png,21336.png,0.038607717
9_train,29322.png,2798.png,0.038756073
9_train,18382.png,2798.png,0.038917422
9_train,2798.png,51200.png,0.03914368
9_train,2798.png,52340.png,0.03925979
9_train,45762.png,2798.png,0.03944248
9_train,9876.png,14254.png,0.039558828
9_train,46444.png,2798.png,0.039642036
9_train,133.png,2798.png,0.039937854
9_train,24914.png,2798.png,0.03996992
9_train,2798.png,36172.png,0.040023208
9_train,2798.png,43094.png,0.040041387
9_train,2798.png,47974.png,0.040072978
9_train,38248.png,2798.png,0.040186226
9_train,58034.png,27226.png,0.040285826
9_train,58088.png,2798.png,0.04032582
9_train,2798.png,15146.png,0.04033214
9_train,19558.png,48224.png,0.040355563
9_train,2798.png,29731.png,0.040396452
9_train,27226.png,25900.png,0.040462434
9_train,26594.png,2798.png,0.04047233
9_train,2798.png,5390.png,0.040552676
9_train,1937.png,2798.png,0.040650427
9_train,2798.png,58616.png,0.040681303
9_train,2798.png,2514.png,0.04104495
9_train,2798.png,26844.png,0.041416705
9_train,8626.png,2798.png,0.041524053
9_train,2798.png,47836.png,0.041620195
9_train,9876.png,33756.png,0.041909695
9_train,2798.png,11366.png,0.042035937
9_train,48224.png,902.png,0.042201698
9_train,2798.png,34878.png,0.042203546
9_train,5402.png,40804.png,0.042277157
9_train,50020.png,2798.png,0.04246539
9_train,9876.png,32256.png,0.04247868
9_train,24914.png,9876.png,0.04249096
9_train,2798.png,39096.png,0.042494
9_train,2798.png,2860.png,0.04279965
9_train,2798.png,36945.png,0.04302305
9_train,9876.png,600.png,0.043134212
